"","ScoringCrediticio","Edad","BalanceCuenta","CantidadProductos","SalarioEstimado","DejaBanco"
"2085",626,29,105767.28,2,41104.82,"0"
"2086",727,34,146407.11,1,72073.72,"0"
"2087",619,49,145359.99,1,38186.85,"0"
"2088",582,25,148042.97,2,52341.15,"0"
"2089",563,24,0,2,16319.56,"0"
"2090",548,28,116755.5,2,158585.17,"1"
"2091",654,40,0,1,183872.88,"1"
"2092",565,38,0,2,80630.32,"0"
"2093",681,37,121231.39,1,146366.08,"0"
"2094",457,38,164496.99,1,163327.27,"0"
"2095",550,47,0,2,97057.28,"0"
"2096",518,42,151027.05,2,119377.36,"0"
"2097",674,26,166257.96,1,149369.41,"0"
"2098",671,48,115713.84,2,83210.84,"0"
"2099",652,45,110827.49,1,153383.54,"1"
"2100",414,38,0,1,77661.12,"1"
"2101",773,39,0,2,182081.45,"0"
"2102",691,34,0,2,161559.12,"0"
"2103",516,27,0,1,112311.15,"0"
"2104",725,45,129855.32,1,24218.65,"0"
"2105",605,56,74129.18,2,62199.78,"1"
"2106",651,NA,109175.14,2,114566.47,"0"
"2107",605,47,142643.54,1,189310.27,"0"
"2108",538,31,0,2,1375.46,"0"
"2109",742,27,190125.43,2,21793.59,"0"
"2110",671,31,0,2,79270.02,"0"
"2111",550,45,0,2,70399.71,"0"
"2112",683,41,95696.52,2,184366.14,"0"
"2113",718,25,108691.95,1,63030.97,"0"
"2114",758,34,0,2,124226.16,"0"
"2115",667,31,0,2,20346.69,"0"
"2116",592,55,85845.43,2,128918.42,"0"
"2117",723,38,0,2,94415.6,"0"
"2118",573,31,134644.19,1,70381.49,"0"
"2119",710,24,110407.44,2,15832.43,"1"
"2120",797,33,83555.58,1,69767.14,"0"
"2121",508,60,143262.04,1,129562.74,"0"
"2122",748,35,105492.53,1,150057.2,"0"
"2123",712,31,0,2,170333.38,"0"
"2124",805,37,0,2,21928.81,"0"
"2125",640,29,0,2,2743.69,"0"
"2126",601,42,98495.72,1,40014.76,"1"
"2127",732,36,0,2,161428.25,"0"
"2128",793,52,0,1,159123.82,"1"
"2129",674,36,100762.64,1,182156.86,"0"
"2130",603,31,129743.75,1,109145.2,"0"
"2131",525,25,0,2,89566.64,"0"
"2132",695,29,0,2,6770.44,"0"
"2133",672,43,0,2,64515.5,"0"
"2134",556,43,0,3,125154.57,"1"
"2135",677,56,119963.45,1,158325.87,"1"
"2136",561,21,0,1,36942.35,"0"
"2137",638,53,123916.67,1,16657.68,"1"
"2138",679,34,121063.85,1,56984.58,"0"
"2139",651,39,0,1,137452.57,"0"
"2140",774,32,0,2,10604.48,"0"
"2141",534,42,144801.97,1,12483.39,"1"
"2142",654,38,0,2,88659.44,"0"
"2143",754,37,0,1,116141.72,"0"
"2144",715,34,124314.45,1,97782.92,"0"
"2145",629,41,150148.51,1,6936.27,"0"
"2146",562,32,161628.66,1,91482.5,"0"
"2147",614,40,0,1,20339.79,"1"
"2148",692,41,130701.29,1,59354.24,"1"
"2149",541,51,90373.28,2,179861.79,"0"
"2150",664,55,0,2,139161.64,"0"
"2151",645,36,59893.85,2,43999.64,"0"
"2152",741,44,0,2,190534.76,"0"
"2153",618,37,168178.21,2,101273.23,"0"
"2154",716,40,0,2,167636.15,"0"
"2155",700,46,95872.86,1,98273.01,"1"
"2156",551,52,0,1,63584.55,"1"
"2157",621,37,83061.26,2,9170.54,"0"
"2158",697,43,103409.16,1,66893.28,"1"
"2159",697,36,0,2,74760.32,"0"
"2160",622,33,96926.12,2,48553.77,"0"
"2161",676,33,171490.78,1,79099.64,"0"
"2162",481,39,0,1,24677.54,"0"
"2163",507,35,0,2,92131.54,"0"
"2164",733,31,102289.85,1,115441.66,"0"
"2165",663,42,115930.87,1,19862.78,"0"
"2166",568,44,0,2,62370.67,"1"
"2167",491,61,0,2,139861.53,"0"
"2168",529,43,93616.35,2,98348.66,"0"
"2169",721,49,120108.56,1,183421.76,"0"
"2170",586,28,0,2,92067.35,"0"
"2171",656,63,0,2,57014.43,"0"
"2172",667,34,0,2,102908.63,"0"
"2173",693,31,0,2,182270.88,"0"
"2174",670,37,178742.71,1,194493.57,"0"
"2175",790,40,0,2,70607.1,"0"
"2176",698,36,121263.62,1,13387.88,"0"
"2177",499,21,176511.08,1,153920.22,"0"
"2178",758,39,127357.76,1,56577,"0"
"2179",677,41,146720.98,2,4195.84,"0"
"2180",516,35,104088.59,2,119666,"0"
"2181",803,34,142929.16,2,114869.56,"0"
"2182",580,35,0,2,10357.03,"0"
"2183",611,53,0,2,156495.39,"1"
"2184",619,38,96143.47,1,98994.92,"0"
"2185",710,45,108231.37,1,188574.08,"0"
"2186",683,34,114609.55,2,25339.29,"0"
"2187",652,58,0,2,170025.43,"0"
"2188",634,35,0,2,19515.48,"0"
"2189",515,40,121355.99,1,138360.29,"0"
"2190",589,48,126111.61,1,133961.19,"0"
"2191",580,36,145387.32,2,169963.2,"1"
"2192",850,51,124425.99,1,118545.49,"1"
"2193",680,44,129974.79,2,33391.38,"0"
"2194",849,35,110837.73,1,126419.8,"0"
"2195",641,32,0,2,24267.28,"0"
"2196",632,50,0,2,57942.88,"0"
"2197",509,29,107712.57,2,92898.17,"0"
"2198",697,25,0,2,87803.32,"0"
"2199",686,43,134896.03,1,97847.05,"0"
"2200",739,38,128366.44,1,12796.43,"0"
"2201",636,60,124447.73,1,141364.62,"1"
"2202",669,45,123949.75,1,110881.56,"0"
"2203",597,52,83693.34,2,161083.53,"0"
"2204",655,50,0,4,179267.94,"1"
"2205",687,38,122570.87,1,35608.88,"0"
"2206",548,29,0,2,48673.18,"0"
"2207",577,43,79757.21,1,135650.72,"1"
"2208",767,33,144753.21,1,132480.75,"0"
"2209",563,44,105007.31,2,197812.16,"0"
"2210",572,35,152390.26,1,128123.66,"0"
"2211",751,37,183613.66,2,49734.94,NA
"2212",661,35,0,1,155394.52,"0"
"2213",606,32,83161.65,1,116885.59,"0"
"2214",418,36,90145.04,1,69157.93,"0"
"2215",746,30,112666.67,1,11710.4,"1"
"2216",710,58,170113,2,10494.64,"0"
"2217",689,45,130170.82,2,150856.38,"0"
"2218",601,39,72647.64,1,41777.9,"1"
"2219",626,48,0,2,95794.98,"0"
"2220",729,62,140549.4,1,30990.16,"1"
"2221",751,43,114974.24,1,125920.54,"0"
"2222",540,44,164113.04,2,12120.79,"0"
"2223",537,28,157842.07,1,86911.49,"0"
"2224",690,21,0,2,155782.89,"0"
"2225",614,36,44054.84,1,73329.08,"0"
"2226",510,38,0,1,118913.53,"1"
"2227",726,32,0,2,185075.63,"0"
"2228",574,35,163856.76,1,15118.2,"0"
"2229",665,43,116322.27,4,35640.12,"1"
"2230",NA,NA,0,1,44560.17,"1"
"2231",728,46,109705.52,1,20276.87,"1"
"2232",850,35,102050.47,1,3769.71,"0"
"2233",581,34,0,2,81175.25,"0"
"2234",624,71,0,2,108841.83,"0"
"2235",526,37,53573.18,1,62830.97,"0"
"2236",584,37,0,2,180363.56,"0"
"2237",668,53,110240.04,1,183980.56,"1"
"2238",710,27,135277.96,1,142200.15,"0"
"2239",785,32,124493.03,2,52583.79,"1"
"2240",627,33,0,2,103737.82,"0"
"2241",640,30,32197.64,1,141446.01,"0"
"2242",678,34,0,2,124592.84,"0"
"2243",649,20,0,2,58309.54,"0"
"2244",696,47,106758.6,1,80591.18,"0"
"2245",608,40,96202.32,1,161154.85,"0"
"2246",493,32,46161.18,1,79577.4,"0"
"2247",713,43,86394.14,1,130001.13,"0"
"2248",524,52,87894.26,1,173899.42,"1"
"2249",626,26,148610.41,3,104502.02,"1"
"2250",535,45,0,2,170621.55,"0"
"2251",543,23,0,2,117832.39,"0"
"2252",832,34,138190.13,2,146511.2,"0"
"2253",466,30,0,1,193984.6,"0"
"2254",697,30,0,2,735.79,"0"
"2255",599,35,137102.65,1,76870.81,"0"
"2256",489,40,221532.8,1,171867.08,"0"
"2257",620,42,0,2,65565.92,"0"
"2258",706,36,58571.18,2,40774.01,"0"
"2259",629,40,0,2,139356.3,"0"
"2260",585,44,163867.86,1,112333.22,"0"
"2261",749,24,0,3,47911.03,"0"
"2262",681,57,173306.13,1,131964.66,"0"
"2263",537,37,158411.95,4,117690.58,"1"
"2264",508,31,0,2,6123.15,"0"
"2265",627,44,0,1,114469.55,"0"
"2266",713,42,109121.71,1,167873.49,"0"
"2267",506,32,0,2,182692.8,"0"
"2268",642,39,0,1,76821.24,"0"
"2269",699,31,114493.68,1,138396.32,"0"
"2270",667,71,137260.78,1,94433.08,"1"
"2271",604,25,165413.43,1,35279.74,"0"
"2272",658,55,119327.93,1,119439.66,"0"
"2273",731,49,88826.07,1,33759.41,"1"
"2274",725,32,0,2,138525.19,"0"
"2275",601,24,0,2,144660.42,"0"
"2276",685,57,101868.51,1,113483.96,"0"
"2277",642,26,0,1,47472.68,"0"
"2278",710,21,109130.96,2,56191.99,"0"
"2279",487,31,0,2,158750.13,"0"
"2280",783,38,0,3,80178.54,"1"
"2281",645,28,117466.03,2,34490.06,"0"
"2282",647,44,0,3,174205.22,"1"
"2283",691,40,115465.98,1,60622.61,"0"
"2284",782,41,0,1,132943.88,"0"
"2285",650,37,106967.18,1,24495.03,"0"
"2286",711,41,145754.91,1,101455.07,"0"
"2287",544,44,108895.93,1,69228.2,"1"
"2288",743,36,92716.96,1,33693.78,"0"
"2289",710,31,0,2,112289.06,"0"
"2290",461,40,0,2,176547.8,"0"
"2291",649,29,45022.23,1,173495.77,"0"
"2292",594,38,0,2,58332.91,"0"
"2293",779,37,120092.52,2,135925.72,"0"
"2294",644,37,117271.8,2,104217.96,"1"
"2295",545,47,105792.49,1,67830.2,"1"
"2296",624,44,0,2,88407.51,"0"
"2297",539,39,62052.28,1,59755.14,"0"
"2298",501,25,104013.79,1,114774.35,"0"
"2299",701,32,102500.34,1,106287.77,"0"
"2300",601,43,0,3,110916.15,"1"
"2301",761,38,120530.13,2,109394.62,"0"
"2302",596,67,0,2,138350.74,"0"
"2303",559,42,0,2,190040.29,"0"
"2304",634,36,69518.95,1,116238.39,"0"
"2305",646,46,0,2,133059.15,"0"
"2306",550,48,0,2,191870.28,"0"
"2307",776,38,169824.46,1,169291.7,"0"
"2308",675,28,0,1,134110.93,"0"
"2309",777,37,0,1,126837.72,"0"
"2310",616,44,193213.02,2,137392.77,"0"
"2311",677,49,0,2,187811.71,"0"
"2312",681,41,120549.29,2,175722.31,"0"
"2313",667,56,168883.08,1,18897.78,"0"
"2314",535,53,141616.55,2,75888.65,"0"
"2315",623,35,0,2,101192.08,"0"
"2316",686,26,57422.62,1,79189.4,"0"
"2317",624,35,119656.45,2,4595.05,"0"
"2318",610,31,0,2,63736.36,"0"
"2319",790,46,131365.37,2,180290.68,"0"
"2320",659,34,134464.58,2,178833.34,"0"
"2321",607,48,112070.86,3,173568.3,"1"
"2322",712,34,0,2,195052.12,"0"
"2323",731,46,0,2,153015.42,"0"
"2324",600,26,108909.12,1,82547.01,"0"
"2325",683,32,0,2,24991.92,"0"
"2326",581,43,78022.61,1,30662.91,"0"
"2327",673,34,127122.79,3,76703.1,"0"
"2328",711,33,0,1,41590.4,"0"
"2329",523,28,121164.11,1,59938.81,"0"
"2330",785,54,0,2,45113.92,"1"
"2331",680,31,0,2,36145.53,"0"
"2332",689,33,161814.64,2,169381.9,"0"
"2333",701,30,156660.72,2,45742.42,"0"
"2334",512,46,0,2,56408.14,"0"
"2335",657,42,41473.33,1,112979.6,"1"
"2336",675,35,0,2,56642.97,"0"
"2337",NA,40,120105.43,1,92075.01,"1"
"2338",607,27,100912.19,1,7631.27,"0"
"2339",727,40,93051.64,2,71865.31,"1"
"2340",675,34,124619.33,2,163667.56,"0"
"2341",715,21,0,2,68666.63,"0"
"2342",832,61,0,1,127804.66,"1"
"2343",564,26,84006.88,2,183490.99,"0"
"2344",418,39,0,2,9041.71,"0"
"2345",595,45,106000.12,1,191448.96,"1"
"2346",583,32,94753.55,2,18149.03,"0"
"2347",683,73,137732.23,2,133210.44,"0"
"2348",670,33,0,2,88187.81,"0"
"2349",796,67,0,2,54871.02,"0"
"2350",643,45,0,1,142513.5,"1"
"2351",606,48,132403.56,1,36091.91,"1"
"2352",667,39,0,2,68873.8,"0"
"2353",684,41,134177.06,1,177506.66,"0"
"2354",672,28,0,1,8814.69,"0"
"2355",761,26,0,2,199409.19,"0"
"2356",682,37,148580.12,1,35179.18,"0"
"2357",638,36,0,1,164247.51,"0"
"2358",611,26,107508.93,2,120801.65,"0"
"2359",584,31,152622.34,1,99298.8,"0"
"2360",557,38,129893.56,1,102076.03,"0"
"2361",595,44,96553.52,2,143952.24,"1"
"2362",758,34,154139.45,1,60728.89,"0"
"2363",537,84,92242.34,1,186235.98,"0"
"2364",748,58,122330.7,2,124429.19,"0"
"2365",690,47,0,2,151375.73,"0"
"2366",656,32,136963.12,1,133814.28,"0"
"2367",542,26,0,2,54869.54,"0"
"2368",665,35,110934.54,1,169287.99,"0"
"2369",436,45,104339.11,2,183540.22,"1"
"2370",602,53,98268.84,1,45038.29,"1"
"2371",498,45,109200.74,2,165990.44,"0"
"2372",630,30,0,2,10486.69,"0"
"2373",499,60,76961.6,2,83643.87,"0"
"2374",587,33,100116.82,1,34215.58,"0"
"2375",567,42,0,2,167984.61,"0"
"2376",706,57,0,1,17941.16,"1"
"2377",677,29,86616.35,1,91903.9,"1"
"2378",702,60,138597.54,2,41536.59,"1"
"2379",733,40,125725.02,2,50783.1,"0"
"2380",521,49,82940.25,2,62413.01,"1"
"2381",572,26,0,2,119381.41,"0"
"2382",714,33,35016.6,1,53667.08,"0"
"2383",647,33,0,1,152323.04,"0"
"2384",628,31,0,1,147963.07,"1"
"2385",588,64,0,1,189703.65,"0"
"2386",520,38,0,2,163185.76,"0"
"2387",749,35,0,3,132649.85,"0"
"2388",567,39,0,2,168521.72,"0"
"2389",613,20,117356.19,1,113557.7,"1"
"2390",752,37,113291.05,2,132467.54,"0"
"2391",662,42,105021.28,1,48242.38,"0"
"2392",621,34,0,2,99128.13,"0"
"2393",704,36,120026.98,2,100601.73,"0"
"2394",850,61,141784.02,1,92053.75,"0"
"2395",746,31,113836.27,1,174815.54,"0"
"2396",697,63,148368.02,1,118862.08,"1"
"2397",767,43,76408.85,2,77837.63,"0"
"2398",520,35,115680.81,1,90280.7,"0"
"2399",627,23,184244.86,1,103099.22,"0"
"2400",586,32,149814.54,1,31830.06,"0"
"2401",494,37,107106.33,2,172063.09,"0"
"2402",837,38,126732.85,1,79577.38,"0"
"2403",350,60,0,1,113796.15,"1"
"2404",680,36,116275.12,1,63795.8,"0"
"2405",705,36,111629.29,1,21807.16,"0"
"2406",591,27,107812.67,1,162501.83,"1"
"2407",749,54,144768.94,1,93336.3,"1"
"2408",678,83,123356.63,1,92934.41,"0"
"2409",586,35,0,2,70760.69,"0"
"2410",583,26,72835.56,2,96792.15,"0"
"2411",581,43,170172.9,1,100236.02,"0"
"2412",631,51,100654.8,1,171587.9,"0"
"2413",841,52,0,1,183239.71,"1"
"2414",707,35,56674.48,1,17987.4,"1"
"2415",631,31,88161.85,2,127630.88,"0"
"2416",647,42,0,2,51362.82,"0"
"2417",796,41,107525.07,1,18510.41,"0"
"2418",567,36,0,2,8555.73,"0"
"2419",841,27,0,1,171922.72,"0"
"2420",537,45,158621.04,1,120892.96,"1"
"2421",633,58,98308.51,1,132034.13,"0"
"2422",500,40,99004.24,1,152845.99,"0"
"2423",531,29,114590.58,1,75585.48,"0"
"2424",735,49,121973.28,1,148804.36,"0"
"2425",446,32,0,2,133292.94,"0"
"2426",668,38,86977.96,1,37094.75,"0"
"2427",697,40,130334.35,2,116951.1,"0"
"2428",661,28,95357.49,1,102297.15,"0"
"2429",722,46,0,2,179908.71,"0"
"2430",613,69,78778.49,1,8751.59,"0"
"2431",756,19,130274.22,1,133535.29,"0"
"2432",753,35,0,2,106303.4,"0"
"2433",756,44,137452.09,1,189543.9,"0"
"2434",505,45,131355.3,3,195395.33,"1"
"2435",619,35,90413.12,1,20555.21,"0"
"2436",779,49,106160.37,1,116893.87,"0"
"2437",678,40,0,2,187343.4,"0"
"2438",691,38,163965.69,2,103511.26,"0"
"2439",584,26,0,2,147600.54,"0"
"2440",813,36,98088.09,1,26687.22,"1"
"2441",445,34,131082.17,2,70618,"0"
"2442",666,59,0,2,185123.09,"0"
"2443",593,32,134096.53,2,53931.05,"1"
"2444",528,29,170214.23,2,49284,"0"
"2445",618,30,133844.22,1,31406.93,"0"
"2446",797,29,0,1,149991.32,"0"
"2447",628,50,122227.71,1,14217.77,"1"
"2448",465,51,122522.32,1,181297.65,"1"
"2449",592,35,80285.16,1,72678.75,"1"
"2450",699,39,0,2,93826.63,"0"
"2451",553,42,0,2,7680.23,"0"
"2452",520,23,116022.53,2,37577.66,"0"
"2453",603,56,90778.76,2,162223.67,"1"
"2454",546,47,0,1,66408.01,"1"
"2455",667,23,0,2,91573.19,"0"
"2456",757,30,105128.85,2,62972.13,"0"
"2457",658,32,0,1,80410.68,"0"
"2458",751,29,135536.5,1,66825.33,"0"
"2459",498,35,121968.11,2,188343.05,"0"
"2460",707,58,102346.86,1,114672.64,"0"
"2461",583,38,0,2,113597.64,"0"
"2462",706,34,140641.26,2,77271.91,"0"
"2463",601,28,0,2,14665.28,"0"
"2464",590,41,89086.31,1,24499.97,"0"
"2465",725,44,0,1,117356.14,"0"
"2466",788,55,0,1,13288.46,"1"
"2467",629,43,0,2,41263.69,"0"
"2468",556,54,150005.38,1,157015.5,"1"
"2469",752,38,183102.29,1,71557.12,"0"
"2470",718,36,0,1,45909.87,"0"
"2471",558,40,0,2,173844.89,"0"
"2472",744,30,128065.12,1,121525.48,"0"
"2473",566,32,147511.26,1,159891.03,"0"
"2474",635,43,78992.75,2,153265.31,"0"
"2475",678,54,123699.28,2,105221.76,"0"
"2476",537,47,103163.35,1,16259.64,"1"
"2477",835,45,100212.13,1,152577.62,"0"
"2478",620,22,0,1,32589.45,"0"
"2479",622,35,0,2,51112.8,"0"
"2480",622,29,101486.96,1,8788.35,"0"
"2481",564,35,0,1,158937.55,"0"
"2482",644,46,95441.27,1,108761.05,"1"
"2483",684,37,126817.13,2,29995.83,"1"
"2484",635,27,127009.83,1,161909.95,"0"
"2485",850,66,0,2,64350.8,"0"
"2486",612,43,139496.35,2,77128.23,"0"
"2487",655,40,81954.6,1,198798.44,"1"
"2488",694,39,0,1,95625.03,"0"
"2489",691,36,129934.64,1,75664.56,"1"
"2490",515,35,176273.95,1,121277.78,"0"
"2491",619,28,99152.73,2,48475.12,"0"
"2492",632,23,122478.51,1,147230.77,"1"
"2493",710,34,147833.3,2,1561.58,"0"
"2494",543,64,0,2,148305.82,"0"
"2495",591,35,90194.34,2,57064.57,"0"
"2496",542,43,145618.37,1,10350.74,"0"
"2497",593,36,70181.48,2,80608.12,"0"
"2498",606,45,63832.43,1,93707.8,"0"
"2499",450,46,177619.71,1,54227.06,"0"
"2500",628,55,0,3,85890.75,"1"
"2501",850,38,115378.94,1,162087.82,"0"
"2502",592,54,0,1,28737.71,"1"
"2503",446,51,105056.13,1,70613.52,"0"
"2504",506,41,57745.76,1,4035.46,"0"
"2505",627,35,0,1,187718.26,"0"
"2506",560,31,115141.18,1,39806.75,"0"
"2507",612,36,130700.92,2,77592.8,"0"
"2508",827,46,183276.32,1,13460.27,"0"
"2509",494,27,0,2,22404.64,"0"
"2510",694,39,0,2,99924.04,"0"
"2511",850,29,0,2,94815.04,"0"
"2512",721,43,88798.34,1,45610.63,"0"
"2513",707,33,58036.33,1,83335.78,"0"
"2514",580,31,0,2,64014.24,"0"
"2515",634,53,113781.5,2,106345.05,"1"
"2516",704,37,0,2,25684.93,"0"
"2517",658,35,126397.66,1,156361.58,"1"
"2518",710,33,118327.17,2,192928.82,"0"
"2519",543,42,89838.71,3,85983.54,"1"
"2520",735,38,86131.71,2,93478.96,"0"
"2521",499,57,0,1,131372.38,"1"
"2522",650,61,152968.73,1,82970.69,"0"
"2523",614,41,121558.46,1,598.8,"0"
"2524",426,34,0,2,107876.91,"0"
"2525",770,30,0,2,100557.03,"0"
"2526",728,33,150412.14,2,170764.08,"0"
"2527",507,31,134237.07,1,166423.66,"1"
"2528",575,26,0,2,112507.63,"0"
"2529",629,32,0,2,15404.64,"0"
"2530",686,34,0,2,87278.48,"0"
"2531",376,46,0,1,157333.69,"1"
"2532",681,29,0,1,66367.33,"0"
"2533",719,69,0,2,58320.06,"0"
"2534",645,40,129596.77,1,103232.6,"0"
"2535",531,45,126495.57,2,164741.5,"0"
"2536",538,33,0,2,126962.41,"0"
"2537",665,55,136354.16,1,93769.89,"0"
"2538",568,46,0,2,29372.62,"0"
"2539",668,32,134446.04,1,111241.37,"0"
"2540",565,46,135369.71,1,140130.22,"0"
"2541",589,50,144895.05,2,34941.23,"0"
"2542",559,33,111060.05,2,110371.84,"0"
"2543",705,44,105934.96,1,82463.69,"0"
"2544",613,40,147856.82,3,107961.11,"1"
"2545",407,37,0,1,49161.12,"1"
"2546",478,32,71187.24,1,110593.62,"0"
"2547",567,35,166118.45,2,127827.18,"0"
"2548",602,59,0,2,162347.05,"0"
"2549",540,37,120825.7,1,28257.89,"0"
"2550",622,39,0,2,100862.36,"0"
"2551",717,36,148061.89,1,179128.69,"1"
"2552",597,66,0,1,70532.53,"0"
"2553",729,37,0,2,100862.54,"0"
"2554",573,23,0,1,122964.18,"0"
"2555",686,25,0,2,16459.37,"0"
"2556",637,55,123378.2,1,81431.99,"1"
"2557",557,40,0,2,105433.53,"0"
"2558",722,34,0,2,133447.49,"0"
"2559",608,33,0,1,130474.03,"0"
"2560",608,34,86656.13,1,59890.29,"0"
"2561",670,45,104930.38,1,155921.81,"1"
"2562",677,34,171671.9,1,50777.77,"0"
"2563",695,37,0,2,99692.65,"0"
"2564",771,50,105229.72,1,16281.68,"1"
"2565",624,54,116726.22,1,110498.1,"1"
"2566",531,42,75302.85,2,57034.35,"0"
"2567",611,40,0,2,102547.56,"0"
"2568",495,45,89158.94,3,135169.76,"1"
"2569",572,33,0,1,41139.05,"0"
"2570",651,26,147037.32,NA,141763.26,"0"
"2571",521,32,136555.01,2,129353.21,"0"
"2572",603,34,0,2,167916.35,"0"
"2573",642,41,115171.71,1,37674.47,"0"
"2574",617,35,0,2,13066.3,"0"
"2575",625,49,128504.76,1,126812.63,"1"
"2576",554,24,0,1,92180.62,"0"
"2577",651,56,0,1,114522.68,"1"
"2578",636,34,40105.51,2,53512.16,"0"
"2579",630,26,0,2,182612.38,"0"
"2580",615,39,133707.09,1,108152.75,"0"
"2581",550,31,142200.19,2,122221.71,"0"
"2582",644,34,122196.99,2,182099.71,"0"
"2583",728,34,90425.15,2,11597.69,"0"
"2584",543,31,138317.94,1,61843.73,"0"
"2585",538,39,108055.1,2,27231.26,"0"
"2586",606,32,0,2,36540.63,"0"
"2587",653,36,0,2,110525.6,"0"
"2588",637,30,122641.56,2,65618.01,"0"
"2589",579,35,129490.36,2,8590.83,"1"
"2590",695,56,0,2,84644.76,"0"
"2591",739,36,0,2,133465.57,"0"
"2592",697,48,0,2,87400.53,"0"
"2593",701,39,0,2,110043.88,"0"
"2594",685,43,97392.18,2,43956.83,"0"
"2595",703,36,0,2,108790.95,"0"
"2596",714,33,122017.19,1,162515.17,"0"
"2597",729,36,152899.24,2,177130.33,"0"
"2598",596,33,0,1,121189.3,"1"
"2599",520,34,120018.86,2,343.38,"0"
"2600",460,40,119507.58,2,91560.63,"1"
"2601",730,45,152880.97,1,162478.11,"0"
"2602",792,42,0,2,92664.09,"0"
"2603",644,51,95560.04,1,72628.84,"1"
"2604",607,32,144272.07,2,176580.63,"0"
"2605",807,34,0,1,114448.13,"0"
"2606",540,22,0,3,186233.26,"1"
"2607",614,51,40685.92,1,46775.28,"0"
"2608",649,41,125785.23,1,70523.92,"0"
"2609",503,36,0,2,16274.67,"0"
"2610",679,36,0,2,2243.41,"0"
"2611",507,32,0,2,67926.18,"0"
"2612",624,36,0,2,84749.96,"0"
"2613",660,50,0,3,191849.15,"1"
"2614",686,36,0,2,152979.14,"0"
"2615",699,34,185173.81,2,120834.48,"0"
"2616",632,38,0,2,192505.62,"0"
"2617",562,30,111099.79,2,140650.19,"0"
"2618",584,46,87361.02,2,120376.87,"1"
"2619",476,40,0,2,182547.04,"0"
"2620",804,33,76548.6,1,98453.45,"0"
"2621",702,43,116121.67,1,61602.42,"0"
"2622",778,31,182275.23,2,190631.23,"0"
"2623",635,53,117005.55,1,123646.57,"1"
"2624",651,34,91562.99,1,123954.15,"0"
"2625",664,34,93920.47,1,179913.98,"0"
"2626",801,38,0,2,66256.27,"0"
"2627",723,35,0,2,61290.99,"0"
"2628",568,36,153610.61,1,54083.8,"1"
"2629",580,35,121355.19,1,35671.45,"0"
"2630",803,37,0,2,7455.2,"0"
"2631",660,31,125189.75,2,139874.43,"0"
"2632",529,27,0,2,37769.98,"0"
"2633",850,37,122506.38,1,199693.84,"1"
"2634",658,32,145553.07,1,31484.76,"0"
"2635",791,36,111168.97,1,189969.91,"0"
"2636",506,28,53053.76,1,24577.34,"0"
"2637",793,32,96408.98,1,138191.81,"0"
"2638",850,54,120952.74,1,66963.15,"0"
"2639",850,39,141829.67,1,92748.16,"0"
"2640",479,35,125920.98,1,20393.44,"0"
"2641",652,32,0,2,54628.11,"0"
"2642",754,65,136186.44,1,121529.59,"1"
"2643",850,22,0,2,9684.52,"0"
"2644",777,23,0,2,163225.48,"0"
"2645",659,56,123785.24,1,99504.03,"1"
"2646",793,35,0,2,79704.12,"0"
"2647",541,39,100116.67,1,199808.1,"1"
"2648",627,28,157597.61,1,34097.22,"0"
"2649",697,29,172693.54,1,141798.98,"0"
"2650",571,22,108117.1,1,53328.7,"0"
"2651",678,25,76968.12,2,131501.72,"0"
"2652",646,26,139848.17,1,164696.27,"0"
"2653",652,47,126597.89,2,38798.79,"1"
"2654",505,49,80001.23,1,135180.11,"0"
"2655",777,29,0,2,124489.88,"0"
"2656",730,39,99010.67,1,194945.8,"0"
"2657",542,59,68892.77,2,7905.06,"1"
"2658",726,56,123110.9,3,130113.78,"1"
"2659",559,25,0,2,163221.22,"0"
"2660",564,48,132876.23,1,79259.77,"0"
"2661",679,26,76554.06,1,184800.27,"0"
"2662",604,26,0,2,155248.62,"0"
"2663",726,38,126875.62,1,128052.29,"0"
"2664",726,34,0,2,196288.46,"0"
"2665",565,38,158651.29,2,179445.28,"0"
"2666",602,63,0,2,56323.21,"0"
"2667",621,40,163823.37,1,89519.47,"0"
"2668",645,25,174400.36,1,42669.37,"0"
"2669",604,42,166031.45,1,98293.14,"0"
"2670",498,33,198113.86,1,69664.35,"0"
"2671",520,34,0,2,104703.96,"0"
"2672",639,60,162039.78,1,84361.72,"1"
"2673",776,31,0,2,92647.94,"0"
"2674",754,39,74896.33,1,34430.16,"0"
"2675",600,28,116623.31,1,59905.29,"0"
"2676",729,39,131513.26,1,193715,"0"
"2677",584,66,0,1,49553.38,"1"
"2678",844,40,113348.14,1,31904.31,"1"
"2679",667,39,167557.12,1,41183.02,"0"
"2680",691,30,0,1,49594.02,"0"
"2681",494,38,0,2,6203.66,"0"
"2682",773,41,190238.93,1,57549.65,"0"
"2683",845,41,81733.74,2,199761.29,"0"
"2684",678,23,115563.71,1,91633.53,"0"
"2685",510,32,0,2,28515.17,"0"
"2686",420,31,108377.75,2,9904.63,"0"
"2687",687,34,128270.56,1,191092.62,"0"
"2688",587,39,101851.8,2,7103.71,"0"
"2689",702,32,71667.74,1,126082.18,"0"
"2690",592,38,0,1,65986.48,"1"
"2691",640,30,107499.7,1,187632.22,"0"
"2692",823,38,0,2,156603.7,"0"
"2693",712,27,133009.51,1,126809.15,"0"
"2694",443,54,138547.97,1,70196.23,"1"
"2695",445,61,137655.31,1,29909.84,"0"
